published_date,published_time,report_generated_at,captured_at,company,presence_handle,message,post_link,link,link_title,link_description,image,post_type,posted_domain,posted_url,engagement_total,likes,comments,shares,followers,engagement_rate_by_follower,engagement_rate_by_view,engagement_rate_lift,views,post_tag_ugc,post_tag_contests
3/17/2025,07:05:00 a. m.,25/07/2025 11:10,19/07/2025 19:24,Momcozy Official,momcozyofficial,💖3 tips for work from home moms💖These three tips are going to save you time while still being present with your kids.#Momcozy #HerWay #momlife #motherhoodjourney #workingmoms #momtips #empowermoms #parentingtips #tipsformom #parenting101,https://www.tiktok.com/@momcozyofficial/video/7482719095532752174,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4712572355909172847,video,,,845,736,48,61,315234,0.002680548,0.039410475257683875,-2.054453091,21441,0,0
2/8/2025,09:10:09 a. m.,25/07/2025 11:10,19/07/2025 00:58,Willow Pump,willowpump,"Would you rather: sleep through the night but feel super engorged the next morning or wake up several time in the middle of the night to feed, but not be soaked in breast milk. 😂 Drop your answer in the comments! @katy.fassett",https://www.tiktok.com/@willowpump/video/7469065629815868718,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8178685189265609647,video,,,57,50,3,4,21587,0.002640478,0.021372328458942633,-2.084462704,2667,0,0
2/22/2025,09:20:00 a. m.,25/07/2025 11:10,24/07/2025 17:33,Zomee,zomee.pump,"Sealed with care! 💛✨ Storing 13oz of liquid gold has never been easier with Zomee Milk Storage Bags—leak-proof, durable, and ready to keep your hard-earned milk safe. 🍼💙@faith.williams3 #fyp #foryoupage #zomeefit #wearablepumps #momsonthego #breastfeeding #pumpingmom #zomeemom #zomeez2 #zomee #pumponthego #viralvideo #postpartum #mombag",https://www.tiktok.com/@zomee.pump/video/7473238457767185706,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6075817677548323747,video,,,6,4,0,2,2274,0.002638522,0.016,-2.085929758,375,0,0
1/11/2025,09:25:00 a. m.,25/07/2025 11:10,24/07/2025 17:33,Zomee,zomee.pump,"Unboxing the magic of motherhood with Zomee! 🎁✨ From breastfeeding to baby care, we’ve got you covered. 💕 #fyp #foryoupage #pumpingmom #MomsofTikTok #pumpsmarternotharder #Zomee #Breastfeeding #ZomeeFit #MomWin #zomeez2 #breastpump",https://www.tiktok.com/@zomee.pump/video/7458304472209476910,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0196749022744038547,video,,,6,6,0,0,2274,0.002638522,0.024193548387096774,-2.085929758,248,0,0
1/7/2025,10:16:38 a. m.,25/07/2025 11:10,24/07/2025 17:33,Zomee,zomee.pump,The haul of every mama's dream! 🎁💖 #fyp #foryoupage #pumpingmom #MomsofTikTok #pumpsmarternotharder #Zomee #Breastfeeding #ZomeeFit #MomWin #breastpump #bestpump @alannahwilson2,https://www.tiktok.com/@zomee.pump/video/7457208086567095594,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4955907656808027547,video,,,6,5,1,0,2274,0.002638522,0.026315789,-2.085929758,228,0,0
3/19/2025,01:00:07 p. m.,25/07/2025 11:10,21/04/2025 07:57,Medela,medela_official,"Neurosurgery NP by day, supermom 24/7 🧠🤱 Saving lives, breastfeeding, and being an absolute rockstar—just another day for Savannah! Huge shoutout to @atlneurosurgeon for supporting Savannah and normalizing breastfeeding in the workplace. 👏 #breastfeeding #breastmilk #breastfeedingmom #NP #neurosurgeryNP #medela #freestylehandsfree #Supermom #normalizebreastfeeding",https://www.tiktok.com/@medela_official/video/7483597369569774890,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0984779659637953847,video,,,75,69,2,4,28503,0.002631302,0.027891409445890667,-2.091760173,2689,0,0
6/10/2025,08:00:33 a. m.,25/07/2025 11:10,24/07/2025 17:27,Motif Medical,motifmedical,"No leaks. No spills. No stress. 🍼 Motif’s 6 oz. Milk Storage Bags come with a double zipper seal, easy-pour spout, and sleek design. A must-have for your pumping routine. #MotifMilkStorageBags #BreastmilkStorageTips #NewMomMustHave #MotifMedical",https://www.tiktok.com/@motifmedical/video/7514320034248871210,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0121788424300234157,video,,,41,39,0,2,15795,0.002595758,0.03516295,-2.120351237,1166,0,0
5/6/2025,09:01:34 a. m.,25/07/2025 11:10,24/07/2025 17:27,Motif Medical,motifmedical,Girl I can’t even breathe I don’t know how I feel 😭 #motifmoms #metgala2025 #momlife #FirstTimeMom #motifmedical,https://www.tiktok.com/@motifmedical/video/7501347868976975134,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4315796798687431057,video,,,41,39,1,1,15795,0.002595758,0.045303867403314914,-2.120351237,905,0,0
3/27/2025,03:00:34 p. m.,25/07/2025 11:10,24/07/2025 17:27,Motif Medical,motifmedical,Say goodbye to tangled cords and hello to freedom! ✨ The Motif Aura Glow lets you pump effortlessly while conquering your day. #motifmedical #motifmoms #motifauraglow #pumpyourway #MotifMoms #BreastfeedingJourney #handsfreepumping,https://www.tiktok.com/@motifmedical/video/7486597105109191967,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7691919015017956847,video,,,41,32,8,1,15795,0.002595758,0.041164659,-2.120351237,996,0,0
5/6/2025,11:01:25 a. m.,25/07/2025 11:10,21/07/2025 08:40,LansinohUSA,lansinohusa,Come along with Arianna in-store at Target to find Lansinoh bottles in the feeding aisle! 💜🍼🎯 #lansinohattarget#lansinohbottlesattarget#feedingbottles#target 💜 cc: @arianna ᥫ᭡,https://www.tiktok.com/@lansinohusa/video/7501378773753810207,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7020183573778731057,video,,,45,32,9,4,17394,0.002587099,0.035183737294761534,-2.12745506,1279,0,0
7/5/2025,09:31:17 a. m.,25/07/2025 11:10,24/07/2025 17:37,BabyBuddha,mybabybuddha,"Pump and pour with me💕😊 Happy Saturday mamas💕 I am loving my new Jelly Roll shirt! One thing about me, I LOVE Jelly Roll!! Old stuff new stuff! I love it all💕😍 lol anywayssss I hope everyone is having a great day 🥳 To save 10% off your next @mybabybuddha purchase use code: Claudia10 at checkout✨ Orrrr click the link in my bio✨ #pumpingmom #exclussivelypumping #lactation #breastmilk #postpartumjourney #8monthspostpartum #boymom #secondtimemom #sahmoftiktok #pumpandpour #babybuddha",https://www.tiktok.com/@mybabybuddha/video/7523620588410211639,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9361120148850263257,video,,,15,15,0,0,5802,0.002585315,0.0375,-2.128874165,400,0,0
5/30/2025,09:03:46 a. m.,25/07/2025 11:10,24/07/2025 17:37,BabyBuddha,mybabybuddha,Been loving my @mybabybuddha!! Helps so much that I can hack other pump parts when my baby budhha parts are dirty and need to pump right away! The strong pull is top notch and does an amazing job! I have noticed a slight increase in supply throughout the day as well ❤️ #pumpingmom #pumping #breastmilk #breastfeeding #breastpump #breastpumpingmommy #babybuddha #lactating,https://www.tiktok.com/@mybabybuddha/video/7510254459709328686,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6868239079544520157,video,,,15,14,0,1,5802,0.002585315,0.015166835187057633,-2.128874165,989,0,0
4/24/2025,07:03:08 a. m.,25/07/2025 11:10,24/07/2025 17:37,BabyBuddha,mybabybuddha,"Breastmilk is not one-size-fits-all. Your body makes milk that’s tailored to your baby’s age, stage, and needs. As your baby grows, your milk naturally changes: - More fat - More calories - Different immune support And yes—this still happens even if you’re not nursing at the breast. Your body responds to hormones, your baby’s age, and even exposure to their saliva (from skin-to-skin, kisses, or contact) to adjust what your milk provides. It’s not “just milk.” It’s dynamic, living nutrition—made just for your baby.",https://www.tiktok.com/@mybabybuddha/video/7496864456052428078,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8708242506544686947,video,,,15,15,0,0,5802,0.002585315,0.018248175,-2.128874165,822,0,0
4/16/2025,12:00:38 p. m.,25/07/2025 11:10,24/07/2025 17:37,BabyBuddha,mybabybuddha,What are your biggest questions about pumping while traveling? Drop your questions in the comments and Paula will do a full video answering them in the upcoming weeks! 💙,https://www.tiktok.com/@mybabybuddha/video/7493972436203867435,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5347683026342793947,video,,,15,15,0,0,5802,0.002585315,0.019083969465648856,-2.128874165,786,0,0
3/6/2025,01:51:08 p. m.,25/07/2025 11:10,21/07/2025 08:40,LansinohUSA,lansinohusa,@iamoriagna showing us how to use our Smart Pump 3.0 in style 💜🤭🏆,https://www.tiktok.com/@lansinohusa/video/7478786412976868639,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9368686792146878747,video,,,44,42,2,0,17046,0.002581251,0.024677509814918678,-2.132273856,1783,0,0
7/10/2025,10:07:01 p. m.,25/07/2025 11:10,25/07/2025 09:27,Momcozy Official,momcozyofficial,"👶Real parents, real talk. 💬 We hit the streets to find out if moms and dads have heard of Momcozy — and guess what? This little gadget (👃➡💨) blew their minds! Watch their reactions when we pull out the first-of-its-kind 2-in-1 Nasal Aspirator — the diaper bag must-have you didn’t know you needed. #Momcozy #MomLife #momcozynasalaspirator #DiaperBagEssentials #BabyMustHaves #StreetInterview #BeACozyMom",https://www.tiktok.com/@momcozyofficial/video/7525670861131566391,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1936651311680765257,video,,,905,876,3,26,351004,0.002578318,0.001736124,-2.136109877,521276,0,0
3/11/2025,07:00:56 a. m.,25/07/2025 11:10,19/07/2025 00:58,Willow Pump,willowpump,"Pump milk 🍼 & iron 🏋️‍♀️ all at the same time? With the Willow 360 you can prioritize your health while nourishing your little one! 😍💪 We're celebrating the multitasking moms who make it happen, one pump and rep at a time! How do you stay active while pumping? Tell us below! 🩵",https://www.tiktok.com/@willowpump/video/7480535834194758954,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4598574914385350847,video,,,59,56,2,1,22909,0.002575407,0.031703385,-2.137136993,1861,0,0
6/17/2025,08:00:16 a. m.,25/07/2025 11:10,19/07/2025 00:58,Willow Pump,willowpump,We hear it loud👏 and👏 clear.👏 #6syllables #pumpingisbreastfeeding #breastfeeding #pumping #exclusivelypumping #willowmoms,https://www.tiktok.com/@willowpump/video/7516917576245546253,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/3526455426757196157,video,,,61,58,2,1,23689,0.002575035,0.039431157,-2.137449225,1547,0,0
5/24/2025,06:32:27 p. m.,25/07/2025 11:10,21/07/2025 01:52,Babylist,babylist,Did you use any of these baby names? #babytok #babytiktok #babytiktoks #babyname #babynametok #babynameidea #babynames #babynames2024 #hotbabynames #popularnames2024#greenscreen,https://www.tiktok.com/@babylist/video/7508174529714507054,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4507054179254718057,video,,,3528,2893,107,528,1389376,0.002539269,0.005150711,-2.173515408,684954,0,0
6/21/2025,07:00:20 a. m.,25/07/2025 11:10,24/07/2025 17:27,Motif Medical,motifmedical,"Unboxing the Motif Roam, the pump that moves with you! 🌎 Designed for busy moms who need flexibility without compromising performance. What’s inside? ✔️ Lightweight, powerful pump with digital screen ✔️ Collection cups = no bulky bottles! ✔️ Multiple flange inserts for your perfect fit ✔️ Lanyard for on-the-go convenience Wherever you roam, your routine comes with you. 🌎 #MotifRoam #PumpAnywhere #MotifMoms #MotifBreastPumps",https://www.tiktok.com/@motifmedical/video/7518386480968912183,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/3812198690846838157,video,,,40,36,2,2,15795,0.002532447,0.041365047,-2.173361486,967,0,0
3/4/2025,08:00:13 p. m.,25/07/2025 11:10,24/07/2025 17:27,Motif Medical,motifmedical,"Did you know can adjust the Motif Aura Glow night-light? Hold the Night-Light Button to adjust the settings from to dim to bright. Ways you can use your nightlight settings: ✨ Family movie night at the house or movie theaters, ✨ Quick dinner pumping session at a restaurant, ✨ Night car trips or traveling on the airplane, ✨ Self-care nightly/early morning skincare routines ✨ Pumping while contact napping. #motifauraglow #motifmedical #handsfreebreastpump #pumpyourway #motifmoms",https://www.tiktok.com/@motifmedical/video/7478139297246301486,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6841036427929318747,video,,,40,31,6,3,15795,0.002532447,0.040899796,-2.173361486,978,0,0
6/5/2025,11:35:30 a. m.,25/07/2025 11:10,19/07/2025 00:58,Willow Pump,willowpump,And to think we thought packing was hard BEFORE baby. 😅 #newmom #pumpingmom #exclusivelypumpingmom #willowmom #breastfeeding #pumping,https://www.tiktok.com/@willowpump/video/7512520195001552174,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4712551005910252157,video,,,59,55,2,2,23631,0.00249672,0.031483458,-2.204496916,1874,0,0
7/22/2025,09:30:15 a. m.,25/07/2025 11:10,25/07/2025 09:27,LansinohUSA,lansinohusa,Just another day in the office... unintentionally matching💙 #lansinohusa #lansinohemployees,https://www.tiktok.com/@lansinohusa/video/7529928780048108814,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4188018400878299257,video,,,44,25,8,11,17713,0.002484051,0.085106383,-2.215713979,517,0,0
7/15/2025,06:00:03 a. m.,25/07/2025 11:10,25/07/2025 09:27,Medela,medela_official,It’s time to Make The Switch from your current pump* to ✨ Pump In Style Pro ✨ ON US It was time for a change. Enjoy a better pumping experience with Pump In Style Pro. Link in bio to sign up 🔗 *Eligibility depends on if you qualify #medela #medelapump #pumpinstylepro #newpump #maketheswitch #breastpump #newpump,https://www.tiktok.com/@medela_official/video/7527276864977505549,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9455057794686727257,video,,,81,65,9,7,32627,0.002482606,0.012660206314473272,-2.217071013,6398,0,0
6/7/2025,09:00:03 a. m.,25/07/2025 11:10,30/06/2025 09:46,Medela,medela_official,"Pump your way, mama! 🙌 With our PersonalFit Flex™ shield, there's no one way to wear it—rotate and adjust until it feels just right for you. The 105° angle design is all about comfort and efficiency, helping you express up to 11.8% more milk.* Because when it comes to caring for you and your milk, we’re all about making it easy and comfortable 💛 #ScienceOfCare",https://www.tiktok.com/@medela_official/video/7513222128376876330,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0336786738212223157,video,,,79,47,6,26,31855,0.002479987,0.015333850931677018,-2.219408975,5152,0,0
2/24/2025,07:16:54 a. m.,25/07/2025 11:10,24/07/2025 17:27,Motif Medical,motifmedical,"No leaks, no stress! 🍼 Motif Medical's Milk Storage Bags secure seal and pour spout make transferring milk a breeze! #motifmoms #motifmilkbags #pumpingtips #milkstoragetips #motifmilkbags",https://www.tiktok.com/@motifmedical/video/7474973744264465694,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4965644624473794747,video,,,39,31,3,5,15795,0.002469136,0.034666666666666665,-2.22909021,1125,0,0
5/27/2025,02:00:00 p. m.,25/07/2025 11:10,21/07/2025 01:52,Babylist,babylist,"Brb, running to watch new season of @secretlivesonhulu🏃‍♀️ But first…gotta stock my registry with @babylist’s show-inspired starter kit, made in partnership with @hulu. All episodes of #TheSecretLivesOfMormonWives Season 2 are now streaming on hulu ✨ #babylistpartner #secretlives #babyregistry #babytok #momtok #MomsofTikTok #momtiktok #babytiktok #babytok",https://www.tiktok.com/@babylist/video/7509152175474576686,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6866754745712519057,video,,,3369,3196,31,142,1389753,0.002424172,0.002031043,-2.276960437,1658754,0,0
5/27/2025,08:33:02 p. m.,25/07/2025 11:10,24/07/2025 17:37,BabyBuddha,mybabybuddha,"𝗧𝗵𝗲 𝗕𝗮𝗯𝘆𝗕𝘂𝗱𝗱𝗵𝗮 𝗦𝗮𝗻𝗶𝘁𝗶𝘇𝗲𝗿: 𝗗𝗿𝘆, 𝗦𝗮𝗻𝗶𝘁𝗶𝘇𝗲 & 𝗦𝘁𝗼𝗿𝗲—𝗔𝗹𝗹 𝗶𝗻 𝗢𝗻𝗲! ✨ After washing your pump parts, let the 𝗕𝗮𝗯𝘆𝗕𝘂𝗱𝗱𝗵𝗮 𝗦𝗮𝗻𝗶𝘁𝗶𝘇𝗲𝗿 do the rest! No more waiting hours for air drying or worrying about germs. Just place your clean parts inside and let it: ✔️ 𝗤𝘂𝗶𝗰𝗸𝗹𝘆 𝗱𝗿𝘆 – No more damp pump parts. ✔️ 𝗦𝗮𝗻𝗶𝘁𝗶𝘇𝗲 𝘄𝗶𝘁𝗵 𝗨𝗩 𝗹𝗶𝗴𝗵𝘁 – Kills 99.9% of bacteria. ✔️ 𝗞𝗲𝗲𝗽 𝗽𝗮𝗿𝘁𝘀 𝗰𝗹𝗲𝗮𝗻 – Safe storage until your next session. Because washing pump parts is already enough work—𝘁𝗵𝗶𝘀 𝘁𝗮𝗸𝗲𝘀 𝗰𝗮𝗿𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗿𝗲𝘀𝘁! 💨 𝗗𝗼 𝘆𝗼𝘂 𝘂𝘀𝗲 𝗮 𝘀𝗮𝗻𝗶𝘁𝗶𝘇𝗲𝗿 𝗳𝗼𝗿 𝘆𝗼𝘂𝗿 𝗽𝘂𝗺𝗽 𝗽𝗮𝗿𝘁𝘀? 𝗟𝗲𝘁 𝘂𝘀 𝗸𝗻𝗼𝘄 𝗯𝗲𝗹𝗼𝘄! 👇",https://www.tiktok.com/@mybabybuddha/video/7509318897019931950,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0591399107988139057,video,,,14,14,0,0,5802,0.002412961,0.021571649,-2.280938146,649,0,0
4/16/2025,08:33:43 a. m.,25/07/2025 11:10,24/07/2025 17:37,BabyBuddha,mybabybuddha,"We love this real and thoughtful approach from a first-time mama in her 30s 💛 She’s currently pumping twice a day—not because she has to, but because she wants to: 🍼 To build a freezer stash for when she’s ready to stop nursing 🍼 To let others help with feeds and give bottles 🍼 Because she knew from the beginning that flexibility was important for her Every feeding journey looks different, and this one is all about preparation, intention, and balance. Are you building a freezer stash too? What’s your “why” behind pumping?👇 REPOST: @yvettecorinne",https://www.tiktok.com/@mybabybuddha/video/7493919096589962542,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2452699856909193947,video,,,14,14,0,0,5802,0.002412961,0.023769100169779286,-2.280938146,589,0,0
4/1/2025,09:02:53 a. m.,25/07/2025 11:10,24/07/2025 17:37,BabyBuddha,mybabybuddha,Second pump of the day with @mybabybuddha Repost: @cassiansmommy,https://www.tiktok.com/@mybabybuddha/video/7488360223451663662,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2663661543220638847,video,,,14,13,1,0,5802,0.002412961,0.024647887,-2.280938146,568,0,0
2/24/2025,07:02:27 p. m.,25/07/2025 11:10,24/07/2025 17:37,BabyBuddha,mybabybuddha,"Love Your Baby Buddha Breast Pump? Join our Affiliate Program today and spread the love! Share with your friends and family, and earn 10% cash back on every sale made using your unique link or code. Interested? Send us a message! Let’s grow together.",https://www.tiktok.com/@mybabybuddha/video/7475155748066954539,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9354596608475515747,video,,,14,10,2,2,5802,0.002412961,0.035353535,-2.280938146,396,0,0
2/17/2025,07:02:03 p. m.,25/07/2025 11:10,24/07/2025 17:37,BabyBuddha,mybabybuddha,"Love Your Baby Buddha Breast Pump? Join our Affiliate Program today and spread the love! Share with your friends and family, and earn 10% cash back on every sale made using your unique link or code. Interested? Send us a message! Let’s grow together.",https://www.tiktok.com/@mybabybuddha/video/7472557995080207662,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2667020805997552747,video,,,14,11,3,0,5802,0.002412961,0.026217228464419477,-2.280938146,534,0,0
2/6/2025,11:38:40 a. m.,25/07/2025 11:10,24/07/2025 17:37,BabyBuddha,mybabybuddha,"✈️ Pumping or nursing at the airport? Make sure to give one of these PODs a try! Have you ever struggled to find a private, clean space to pump or nurse while traveling? That’s where 𝗠𝗮𝗺𝗮𝘃𝗮 𝗽𝗼𝗱𝘀 come in! These freestanding lactation pods are designed specifically for breastfeeding moms who need a 𝗰𝗼𝗺𝗳𝗼𝗿𝘁𝗮𝗯𝗹𝗲, 𝗽𝗿𝗶𝘃𝗮𝘁𝗲, 𝗮𝗻𝗱 𝘀𝗮𝗳𝗲 space on the go. 💡 𝗪𝗵𝗮𝘁 𝗺𝗮𝗸𝗲𝘀 𝗠𝗮𝗺𝗮𝘃𝗮 𝗽𝗼𝗱𝘀 𝘀𝗼 𝗮𝗺𝗮𝘇𝗶𝗻𝗴? ✔ 𝗣𝗿𝗶𝘃𝗮𝗰𝘆 & 𝗖𝗼𝗺𝗳𝗼𝗿𝘁 – A dedicated space just for you, with a locking door and plenty of room. ✔ 𝗖𝗹𝗲𝗮𝗻 & 𝗦𝗮𝗳𝗲 – Designed with breastfeeding moms in mind—no more pumping in a bathroom stall! ✔ 𝗔𝗰𝗰𝗲𝘀𝘀𝗶𝗯𝗹𝗲 & 𝗖𝗼𝗻𝘃𝗲𝗻𝗶𝗲𝗻𝘁 – Located in airports, stadiums, malls, and more. ✔ 𝗣𝗼𝘄𝗲𝗿 & 𝗖𝗼𝗻𝗻𝗲𝗰𝘁𝗶𝘃𝗶𝘁𝘆 – Many pods include outlets for your pump and even a shelf for your gear. ✔ 𝗠𝗼𝗺-𝗔𝗽𝗽𝗿𝗼𝘃𝗲𝗱 𝗗𝗲𝘀𝗶𝗴𝗻 – Thoughtfully made to give you a stress-free pumping session. 𝗛𝗼𝘄 𝗱𝗼 𝘆𝗼𝘂 𝗳𝗶𝗻𝗱 𝗼𝗻𝗲? 📍 𝗗𝗼𝘄𝗻𝗹𝗼𝗮𝗱 𝘁𝗵𝗲 𝗠𝗮𝗺𝗮𝘃𝗮 𝗔𝗽𝗽 – It shows you nearby pods and even lets you unlock them with your phone! 📍 𝗟𝗼𝗼𝗸 𝗳𝗼𝗿 𝘀𝗶𝗴𝗻𝗮𝗴𝗲 – Many airports have them near gates or family-friendly areas. 📍 𝗔𝘀𝗸 𝗮𝗻 𝗮𝗶𝗿𝗽𝗼𝗿𝘁 𝗲𝗺𝗽𝗹𝗼𝘆𝗲𝗲 – They can direct you to the nearest pod. 💬 Have you used a Mamava pod before? Share your experience in the comments! 👇 @Mamava",https://www.tiktok.com/@mybabybuddha/video/7468361882936610091,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1900166392881638647,video,,,14,14,0,0,5802,0.002412961,0.026565464895635674,-2.280938146,527,0,0
5/12/2025,03:00:20 p. m.,25/07/2025 11:10,21/07/2025 08:40,LansinohUSA,lansinohusa,Milk storage bag Monday 🥛💜😂,https://www.tiktok.com/@lansinohusa/video/7503666914183351583,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/3851533814196663057,video,,,42,34,0,8,17417,0.002411437,0.035958904,-2.282435017,1168,0,0
3/16/2025,05:13:18 p. m.,25/07/2025 11:10,21/07/2025 08:40,LansinohUSA,lansinohusa,Heading into a Monday with our community favorite Lanolin nipple cream 💜🤭,https://www.tiktok.com/@lansinohusa/video/7482549268482460958,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8590642848629452847,video,,,41,40,0,1,17090,0.002399064,0.033800494641384994,-2.294205579,1213,0,0
3/12/2025,06:00:00 a. m.,25/07/2025 11:10,19/07/2025 19:24,Momcozy Official,momcozyofficial,"🚨 Mom hack alert! 🚨I’m sharing **3 life-saving tips** that have been total game-changers for me—trust me, you don’t want to miss these! 😉✨ #Momcozy #HerWay #momlife #motherhoodjourney #MomLife #GameChanger #LifeHacks",https://www.tiktok.com/@momcozyofficial/video/7480841151692475690,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0965742961511480847,video,,,739,689,22,28,310402,0.002380784,0.021120320091454703,-2.313253681,34990,0,0
1/21/2025,03:35:28 p. m.,25/07/2025 11:10,21/04/2025 07:57,Medela,medela_official,"🔧 Troubleshooting Time! Here’s how you can reset your Freestyle pump, if it’s not responding or the display isn’t lighting up: 1️⃣ Press and hold down the On/Off button for 7 to 10 seconds. 2️⃣ Plug the power cable into the pump and then into the wall outlet 3️⃣ Press the On/Off button until the pump emits an audio signal, then release the button. If the problem continues, please send us a DM for further assistance 💛 #freestyle #medela #medelafreestyle #freestylehandsfree #breastpump #pumping #breastmilk #freestyletroubleshoot #medelapump",https://www.tiktok.com/@medela_official/video/7462485483080273195,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5913720803845842647,video,,,63,51,0,12,26496,0.002377717,0.010710642638558313,-2.314848781,5882,0,0
4/6/2025,09:40:34 a. m.,25/07/2025 11:10,19/07/2025 00:58,Willow Pump,willowpump,Easily find the Willow essentials you need right where you already shop - who doesn't want that?! 🛒✨ #WillowMoms #breastfeeding #exclusivelypumping #TargetFinds,https://www.tiktok.com/@willowpump/video/7490225402418613550,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0553168142045220947,video,,,54,40,1,13,22971,0.00235079,0.021897810218978103,-2.341347901,2466,0,0
6/14/2025,07:51:12 a. m.,25/07/2025 11:10,21/07/2025 08:40,LansinohUSA,lansinohusa,"✔️NaturalWave® nipple = easy latch ✅ ✔️Eco-friendly glass = peace of mind 🌍 ✔️Anti-colic design = happy baby 💨👶🏽 ✔️Made with durable, eco-friendly glass that resists thermal shock 🌱 #GlassBabyBottle #NewMomEssentials #EcoFriendlyBaby#lansinoh#lansinohbottles",https://www.tiktok.com/@lansinohusa/video/7515802125977324830,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0384237795212085157,video,,,41,35,3,3,17552,0.002335916,0.023603915,-2.356229696,1737,0,0
6/5/2025,06:00:00 a. m.,25/07/2025 11:10,19/07/2025 19:24,Momcozy Official,momcozyofficial,Tips: Is your baby coughing constantly?What's going on and should I be concerned？😱#Momcozy #tips #newmum #Coughing #babycoughing #BeACozyMom,https://www.tiktok.com/@momcozyofficial/video/7512387319161326894,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4986231619137832157,video,,,792,756,6,30,339602,0.002332142,0.047599014,-2.361673715,16639,0,0
5/14/2025,12:00:08 a. m.,25/07/2025 11:10,02/06/2025 07:15,Medela,medela_official,"Got a baby shower coming up, or expecting a baby of your own? 👶 We've got you. Our ✨ NEW ✨ Breast Milk Storage Gift Set is available exclusively in stores and online at @target! Drop a 🎁 if you love this bundle! #breastfeeding #breastmilk #breastmilkstorage #target #targetexclusive #mommusthaves #breastmilkstorage #breastmilkstorageset #breastmilkbags #babyshower #babyshowergifts",https://www.tiktok.com/@medela_official/video/7504177135351827758,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8577281535317714057,video,,,72,49,5,18,31147,0.002311619,0.028915663,-2.381066126,2490,0,0
3/12/2025,07:00:00 a. m.,25/07/2025 11:10,19/07/2025 19:24,Momcozy Official,momcozyofficial,"🎉 Exciting news, moms! **Season 1 of MU’s MOTHERCLASSES is here!** ✏️ Powered by Momcozy, these expert-led classes help you navigate career pauses, identity shifts, and family life—on your terms. This season covers: 💡 Identity transitions w/ @withelizabethb 💍 Marriage & needs w/ @drmorgancutlip ⏳ Time management w/ @annadkornick 💼 Flexible work options w/ @read_thepurse We’re proud to support this resource for moms everywhere. Watch now at **motheruntitled.com/motherclasses** and let us know what topics you’d love for Season 2! 💕 #MotherClasses #EmpoweredMoms #Momcozy #HerWay #CozyEvolution #MyWayWithMomcozy",https://www.tiktok.com/@momcozyofficial/video/7480863820139777322,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2237779310283680847,video,,,715,700,0,15,310402,0.002303465,0.002684821,-2.39094014,266312,0,0
